sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
P0360,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680368247,
P0610,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680371546,
P0922,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680371604,
P0673,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680375775,
P0361,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680376036,
P0923,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680376395,
P0611,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680378666,
P0924,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680382424,
P0674,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680382575,
P0362,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680382836,
P0612,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680385466,
P0363,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680387696,
P0925,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680388262,
P0675,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680389738,
P0613,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680391145,
P0926,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680394153,
P0364,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680395018,
P0676,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680395725,
P0614,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680395866,
P0927,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680399110,
P0365,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680400243,
P0677,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680400670,
P0615,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680400915,
P0928,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680403777,
P0678,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680406166,
P0366,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680407432,
P0616,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680407947,
P0929,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680409356,
P0679,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680411958,
P0617,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680413399,
P0367,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680414156,
P0930,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680416026,
P0680,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680417881,
P0618,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680419492,
P0368,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680420590,
P0931,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680422598,
P0619,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680424230,
P0681,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680425624,
P0369,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680426743,
P0932,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680428515,
P0620,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680431246,
P0682,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680432762,
P0933,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680433046,
P0370,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680434191,
P0683,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680437290,
P0934,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680437488,
P0621,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680438183,
P0371,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680441225,
P0935,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680443050,
P0684,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680443686,
P0622,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680444106,
P0372,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680445546,
P0685,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680447913,
P0623,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680448335,
P0936,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680448897,
P0373,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680449873,
P0686,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680452801,
P0624,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680455295,
P0937,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680455475,
P0374,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680458073,
P0687,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680461228,
P0969,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680463716,
P0625,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680463827,
P0375,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680465395,
P0719,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680465559,
P0970,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680471145,
P0251,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680471281,
P0501,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680471308,
P0720,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680472166,
P0502,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680475353,
P0971,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680475393,
P0252,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680477722,
P0721,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680477825,
P0503,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680479843,
P0972,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680482475,
P0722,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680483479,
P0253,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680483788,
P0504,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680486470,
P0973,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680488270,
P0254,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680489375,
P0723,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680489927,
P0505,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680492193,
P0974,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680494404,
P0255,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680494999,
P0724,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680496209,
P0975,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680498653,
P0506,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680499113,
P0725,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680501179,
P0256,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680502619,
P0976,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680503949,
P0507,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680504295,
P0257,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680507301,
P0726,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680507329,
P0977,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680508549,
P0508,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680510779,
P0727,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680513191,
P0258,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680514575,
P0978,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680516099,
P0728,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680517799,
P0509,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680517834,
P0259,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680521275,
P0979,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680523317,
P0729,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680525027,
P0510,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680525069,
P0260,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680528739,
P0730,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680529578,
P0511,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680531715,
P0980,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680531965,
P0261,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680535450,
P0731,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680536458,
P0512,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680537595,
P0981,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680538132,
P0262,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680542344,
P0982,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680542621,
P0513,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680543248,
P0732,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680543293,
P0983,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680548939,
P0514,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680548960,
P0733,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680549960,
P0263,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680549988,
P0984,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680555692,
P0515,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680555858,
P0734,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680555895,
P0264,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680556898,
P0985,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680562478,
P0516,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680563213,
P0735,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680563251,
P0265,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680563652,
P0736,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680569421,
P0517,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680569721,
P0266,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680570496,
P0986,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680570506,
P0267,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680575853,
P0987,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680576101,
P0737,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680576843,
P0518,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680577143,
P0738,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680581591,
P0519,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680581947,
P0268,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680582150,
P0988,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680582240,
P0739,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680587038,
P0989,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680589212,
P0520,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680589980,
P0269,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680590046,
P0740,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680593727,
P0521,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680597454,
P0270,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680597755,
P0990,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680598513,
P0522,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680603237,
P0741,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680603670,
P0271,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680606062,
P0991,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680607144,
P0523,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680610259,
P0742,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680611071,
P0272,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680613522,
P0992,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680614469,
P0524,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680618020,
P0743,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680619571,
P0273,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680620237,
P0993,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680621501,
P0525,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680622788,
P0274,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680626390,
P0744,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680627177,
P0994,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680628457,
P0526,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680629972,
P0275,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680633822,
P0745,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680633947,
P0527,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680634817,
P0995,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680635190,
P0276,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680639027,
P0528,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680641524,
P0746,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680641903,
P0996,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680642828,
P0277,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680647117,
P0529,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680649160,
P0997,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680649575,
P0747,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680649787,
P0278,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680651689,
P0530,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680655643,
P0998,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680655931,
P0748,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680656332,
P0279,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680658302,
P0531,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680660408,
P0999,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680662037,
P0749,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680663268,
P0280,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680664206,
P0532,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680667481,
P1000,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680669112,
P0750,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680670878,
